315391.61855, 3,   0.089,  0.012,  9.670
315391.77837, 3,   0.093,  0.010,  9.661, 4,   0.021,  0.048, -0.001, 5,  -2.700,  3.660,-40.620
315391.93810, 3,   0.084,  0.007,  9.682, 4,   0.021,  0.048, -0.001, 5,  -3.060,  3.600,-40.800
315392.08089, 3,   0.084,  0.014,  9.675, 4,  -0.001,  0.000,  0.001, 5,  -3.240,  4.680,-40.920
315392.24077, 3,   0.089,  0.000,  9.677, 4,  -0.001,  0.000,  0.000, 5,  -3.240,  4.560,-41.280
315392.40053, 3,   0.093,  0.010,  9.653, 4,   0.000, -0.001,  0.001, 5,  -3.780,  4.560,-41.460
315392.56051, 3,   0.089,  0.007,  9.661, 4,   0.000, -0.001,  0.000, 5,  -3.600,  4.680,-41.640
315392.72017, 3,   0.091,  0.007,  9.665, 4,  -0.008, -0.019,  0.000, 5,  -3.840,  3.540,-41.820
315392.88002, 3,   0.093,  0.007,  9.668, 4,  -0.009, -0.019, -0.001, 5,  -4.080,  3.540,-41.700
totaal aangekomen pakketen: 9 
totaal gevraagde pakketen : 10 
totaal aantal tijd : 1073741824 
max tijd tussen een pakket : -1610612736 
min tijd tussen een pakket : -1610612736 
gemiddelde tijd tussen een pakket : 1073741824 
